interaction_type,degree,change_polarization,change_opinion,x_i_prior,x_i_post,avg_x_j,topic,topic_title,window_start,window_end,degree_bin,degree_bin_label
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.2666666666666666,0.0,-0.0,-2.0,-2.0,-1.7333333333333334,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.06666666666666665,0.0,0.0,2.0,2.0,1.9333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8,0.0,0.0,2.0,2.0,1.2,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.19999999999999996,0.0,-0.0,-2.0,-2.0,-1.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.15384615384615374,0.0,-0.0,-2.0,-2.0,-1.8461538461538463,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6000000000000001,0.0,0.0,2.0,2.0,1.4,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.33333333333333326,0.0,-0.0,-2.0,-2.0,-1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.5714285714285714,0.0,0.0,2.0,2.0,1.4285714285714286,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.375,0.0,-0.0,-2.0,-2.0,-0.625,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.19999999999999996,0.0,0.0,2.0,2.0,1.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.896551724137931,0.0,0.0,2.0,2.0,1.103448275862069,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.1499999999999999,0.0,-0.0,-2.0,-2.0,-1.85,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8181818181818181,0.0,0.0,2.0,2.0,1.1818181818181819,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.2857142857142858,0.0,-0.0,-2.0,-2.0,-1.7142857142857142,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.3947368421052633,0.0,0.0,2.0,2.0,0.6052631578947368,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.0,0.0,0.0,2.0,2.0,1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.3846153846153846,1.0,1.0,1.0,2.0,0.6153846153846154,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.4285714285714286,0.0,0.0,2.0,2.0,0.5714285714285714,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6799999999999999,0.0,0.0,2.0,2.0,1.32,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.1333333333333333,0.0,0.0,2.0,2.0,1.8666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.4285714285714286,0.0,0.0,2.0,2.0,1.5714285714285714,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.33333333333333326,0.0,0.0,2.0,2.0,1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.36363636363636354,0.0,-0.0,-2.0,-2.0,-1.6363636363636365,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.125,0.0,-0.0,-2.0,-2.0,-1.875,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.10344827586206895,0.0,-0.0,-2.0,-2.0,-1.896551724137931,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.3999999999999999,0.0,0.0,2.0,2.0,1.6,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.5,0.0,0.0,2.0,2.0,0.5,Abortion,Abortion Ban,30,35,0,More Moderate
diff,-1.625,0.0,0.0,2.0,2.0,-0.375,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.19999999999999996,0.0,-0.0,-2.0,-2.0,-1.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.33333333333333337,0.0,0.0,1.0,1.0,0.6666666666666666,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.6666666666666667,0.0,0.0,2.0,2.0,0.3333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8400000000000001,0.0,0.0,2.0,2.0,1.16,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.10256410256410253,1.0,1.0,1.0,2.0,0.8974358974358975,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.19047619047619047,0.0,0.0,2.0,2.0,1.8095238095238095,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6388888888888888,0.0,0.0,2.0,2.0,1.3611111111111112,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.11111111111111116,0.0,-0.0,-2.0,-2.0,-1.8888888888888888,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,1.0,0.0,-0.0,-1.0,-1.0,-2.0,Abortion,Abortion Ban,30,35,2,More Radical
same,-0.33333333333333326,0.0,-0.0,-2.0,-2.0,-1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5,0.0,0.0,2.0,2.0,1.5,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6666666666666667,0.0,-0.0,-2.0,-2.0,-1.3333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.1499999999999999,0.0,-0.0,-2.0,-2.0,-1.85,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.2,0.0,0.0,2.0,2.0,0.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5249999999999999,0.0,0.0,2.0,2.0,1.475,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.2857142857142856,0.0,0.0,2.0,2.0,0.7142857142857143,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.45833333333333326,0.0,-0.0,-2.0,-2.0,-1.5416666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5333333333333334,0.0,-0.0,-2.0,-2.0,-1.4666666666666666,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8,0.0,0.0,2.0,2.0,1.2,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.3599999999999999,0.0,0.0,2.0,2.0,0.64,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5333333333333334,0.0,-0.0,-2.0,-2.0,-1.4666666666666666,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.10000000000000009,0.0,-0.0,-2.0,-2.0,-1.9,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.1428571428571428,0.0,-0.0,-2.0,-2.0,-0.8571428571428571,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.36363636363636354,0.0,0.0,2.0,2.0,1.6363636363636365,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.7096774193548387,0.0,-0.0,-2.0,-2.0,-1.2903225806451613,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.368421052631579,0.0,0.0,2.0,2.0,0.631578947368421,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.4545454545454546,0.0,0.0,2.0,2.0,1.5454545454545454,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.53125,0.0,0.0,2.0,2.0,0.46875,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.24,0.0,0.0,2.0,2.0,0.76,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.3999999999999999,0.0,-0.0,-2.0,-2.0,-1.6,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6764705882352942,0.0,0.0,2.0,2.0,1.3235294117647058,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.1707317073170733,0.0,0.0,2.0,2.0,0.8292682926829268,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.0833333333333335,0.0,0.0,2.0,2.0,0.9166666666666666,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8999999999999999,0.0,0.0,2.0,2.0,1.1,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5555555555555556,0.0,0.0,2.0,2.0,1.4444444444444444,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.1363636363636362,0.0,0.0,2.0,2.0,0.8636363636363636,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.5,0.0,0.0,2.0,2.0,1.5,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,-1.0,-1.0,2.0,1.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.391304347826087,0.0,0.0,2.0,2.0,0.6086956521739131,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.6923076923076923,0.0,0.0,2.0,2.0,0.3076923076923077,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.23529411764705888,0.0,-0.0,-2.0,-2.0,-1.7647058823529411,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8333333333333333,0.0,-0.0,-2.0,-2.0,-1.1666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.9166666666666667,0.0,0.0,2.0,2.0,1.0833333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.4333333333333333,-1.0,-1.0,2.0,1.0,0.5666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.30000000000000004,0.0,0.0,2.0,2.0,1.7,Abortion,Abortion Ban,30,35,0,More Moderate
diff,0.0,0.0,0.0,2.0,2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.33333333333333326,0.0,-0.0,-2.0,-2.0,-1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.9090909090909092,0.0,0.0,2.0,2.0,0.09090909090909091,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.28,0.0,0.0,2.0,2.0,0.72,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.2307692307692308,0.0,-0.0,-2.0,-2.0,-0.7692307692307693,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.18181818181818188,0.0,-0.0,-2.0,-2.0,-1.8181818181818181,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.0,0.0,0.0,2.0,2.0,1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.18181818181818188,0.0,-0.0,-2.0,-2.0,-1.8181818181818181,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.8947368421052633,0.0,0.0,2.0,2.0,0.10526315789473684,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.15384615384615374,0.0,-0.0,-2.0,-2.0,-1.8461538461538463,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.36363636363636354,0.0,-0.0,-2.0,-2.0,-1.6363636363636365,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.33333333333333326,0.0,-0.0,-2.0,-2.0,-1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.2,0.0,0.0,2.0,2.0,0.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.5428571428571429,1.0,1.0,1.0,2.0,1.542857142857143,Abortion,Abortion Ban,30,35,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.43333333333333335,0.0,-0.0,-2.0,-2.0,-1.5666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6111111111111112,0.0,0.0,2.0,2.0,1.3888888888888888,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.3571428571428572,0.0,-0.0,-2.0,-2.0,-0.6428571428571429,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.33333333333333326,0.0,-0.0,-2.0,-2.0,-1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5714285714285714,0.0,-0.0,-2.0,-2.0,-1.4285714285714286,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.42105263157894735,0.0,-0.0,-2.0,-2.0,-1.5789473684210527,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8809523809523809,0.0,0.0,2.0,2.0,1.119047619047619,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6666666666666667,0.0,-0.0,-2.0,-2.0,-1.3333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5555555555555556,0.0,-0.0,-2.0,-2.0,-1.4444444444444444,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.21739130434782616,0.0,-0.0,-2.0,-2.0,-1.7826086956521738,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.07692307692307687,0.0,-0.0,-2.0,-2.0,-1.9230769230769231,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.6666666666666667,0.0,0.0,2.0,2.0,1.3333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.7674418604651163,0.0,0.0,2.0,2.0,1.2325581395348837,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.9512195121951219,0.0,0.0,2.0,2.0,1.048780487804878,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.7037037037037037,0.0,0.0,1.0,1.0,1.7037037037037037,Abortion,Abortion Ban,30,35,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.5714285714285714,0.0,-0.0,-2.0,-2.0,-1.4285714285714286,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.4705882352941178,0.0,0.0,2.0,2.0,0.5294117647058824,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.4444444444444444,0.0,-0.0,-2.0,-2.0,-1.5555555555555556,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.5,0.0,0.0,2.0,2.0,0.5,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.1521739130434783,0.0,0.0,2.0,2.0,0.8478260869565217,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5714285714285714,0.0,0.0,2.0,2.0,1.4285714285714286,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.6176470588235294,0.0,0.0,1.0,1.0,1.6176470588235294,Abortion,Abortion Ban,30,35,2,More Radical
same,0.6666666666666667,1.0,1.0,1.0,2.0,1.6666666666666667,Abortion,Abortion Ban,30,35,2,More Radical
same,-0.40909090909090917,0.0,0.0,2.0,2.0,1.5909090909090908,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.4411764705882353,0.0,0.0,2.0,2.0,0.5588235294117647,Abortion,Abortion Ban,30,35,0,More Moderate
same,1.0,0.0,-0.0,-1.0,-1.0,-2.0,Abortion,Abortion Ban,30,35,2,More Radical
same,-0.19999999999999996,-1.0,-1.0,2.0,1.0,1.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8888888888888888,-1.0,-1.0,2.0,1.0,1.1111111111111112,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.1020408163265305,0.0,0.0,2.0,2.0,0.8979591836734694,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.6666666666666667,0.0,0.0,2.0,2.0,1.3333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
diff,-1.8181818181818181,0.0,-0.0,-2.0,-2.0,0.18181818181818182,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.25,0.0,-0.0,-2.0,-2.0,-1.75,Abortion,Abortion Ban,30,35,0,More Moderate
diff,-1.0,0.0,0.0,2.0,2.0,-1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.0,0.0,0.0,2.0,2.0,1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.1875,0.0,0.0,1.0,1.0,0.8125,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.75,0.0,-0.0,-2.0,-2.0,-1.25,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6857142857142857,0.0,0.0,2.0,2.0,1.3142857142857143,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.5714285714285714,0.0,0.0,2.0,2.0,1.4285714285714286,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.27586206896551735,-1.0,-1.0,2.0,1.0,1.7241379310344827,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.2962962962962963,0.0,-0.0,-2.0,-2.0,-1.7037037037037037,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.18918918918918926,0.0,0.0,2.0,2.0,1.8108108108108107,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.75,0.0,-0.0,-2.0,-2.0,-1.25,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.1875,0.0,0.0,2.0,2.0,1.8125,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.18181818181818188,0.0,-0.0,-2.0,-2.0,-1.8181818181818181,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.2,0.0,0.0,2.0,2.0,0.8,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.5,0.0,0.0,2.0,2.0,0.5,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.0,0.0,0.0,2.0,2.0,1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.25,0.0,-0.0,-2.0,-2.0,-1.75,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.05,0.0,0.0,2.0,2.0,0.95,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.32000000000000006,0.0,-0.0,-2.0,-2.0,-1.68,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.36363636363636354,0.0,-0.0,-2.0,-2.0,-1.6363636363636365,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.0,0.0,0.0,2.0,2.0,1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.2962962962962963,0.0,-0.0,-2.0,-2.0,-1.7037037037037037,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.8421052631578947,0.0,-0.0,-2.0,-2.0,-1.1578947368421053,Abortion,Abortion Ban,30,35,0,More Moderate
diff,-1.6666666666666667,0.0,0.0,2.0,2.0,-0.3333333333333333,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.2666666666666666,0.0,-0.0,-2.0,-2.0,-1.7333333333333334,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.9333333333333333,0.0,0.0,2.0,2.0,1.0666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.7333333333333334,0.0,0.0,2.0,2.0,1.2666666666666666,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.10000000000000009,0.0,0.0,2.0,2.0,1.9,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.3333333333333335,0.0,0.0,2.0,2.0,0.6666666666666666,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.15384615384615374,0.0,-0.0,-2.0,-2.0,-1.8461538461538463,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.3870967741935485,0.0,-0.0,-2.0,-2.0,-1.6129032258064515,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
diff,-1.6,0.0,0.0,2.0,2.0,-0.4,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.8500000000000001,1.0,1.0,1.0,2.0,1.85,Abortion,Abortion Ban,30,35,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.8,0.0,0.0,2.0,2.0,1.2,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.6000000000000001,0.0,-0.0,-2.0,-2.0,-1.4,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.7619047619047619,1.0,1.0,-1.0,-2.0,-0.23809523809523808,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.20833333333333326,0.0,-0.0,-2.0,-2.0,-1.7916666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.1428571428571428,0.0,0.0,2.0,2.0,0.8571428571428571,Abortion,Abortion Ban,30,35,0,More Moderate
same,-1.0,0.0,0.0,2.0,2.0,1.0,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.09677419354838712,0.0,0.0,1.0,1.0,0.9032258064516129,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,0.0,0.0,0.0,2.0,2.0,2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.6,0.0,0.0,2.0,2.0,0.4,Abortion,Abortion Ban,30,35,0,More Moderate
diff,0.0,0.0,0.0,2.0,2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.33333333333333326,0.0,0.0,2.0,2.0,1.6666666666666667,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-0.09090909090909094,1.0,1.0,1.0,2.0,0.9090909090909091,Abortion,Abortion Ban,30,35,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Abortion,Abortion Ban,30,35,1,Same
same,-1.2777777777777777,0.0,0.0,2.0,2.0,0.7222222222222222,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.3529411764705883,0.0,0.0,2.0,2.0,1.6470588235294117,Abortion,Abortion Ban,30,35,0,More Moderate
same,-0.1200000000000001,0.0,-0.0,-2.0,-2.0,-1.88,Abortion,Abortion Ban,30,35,0,More Moderate
